company,phone,mobile,email,website,address,google_map_coord,image_link
Grahams Funeral Services (Pukekohe),(09)238 9797,,admin@grahamsfunerals.co.nz,https://www.grahamsfunerals.co.nz/,"31 West Street, Pukekohe, Auckland, 2120",https://www.google.com/maps/search/?api=1&query=31%20West%20Street%20Pukekohe%20Auckland%202120%20,/assets/Uploads/organisations/Grahams-Funeral-Services-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Grahams Funeral Services (Tuakau),(09)236 8919,,admin@grahamsfunerals.co.nz,https://www.grahamsfunerals.co.nz/,"3 West Street, Tuakau, Auckland, 2121, New Zealand",https://www.google.com/maps/search/?api=1&query=3%20West%20Street%20Tuakau%20Auckland%202121%20New%20Zealand%20,/assets/Uploads/organisations/Grahams-Funeral-Services__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Grahams Funeral Services (Waiuku),(09)235 8380,,admin@grahamsfunerals.co.nz,https://www.grahamsfunerals.co.nz/,"37 Kitchener Road, Waiuku, Auckland, 2123, New Zealand",https://www.google.com/maps/search/?api=1&query=37%20Kitchener%20Road%20Waiuku%20Auckland%202123%20New%20Zealand%20,/assets/Uploads/organisations/Grahams-Funeral-Services-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Grinter's Funeral Home,(07)827 6037,,office@grinters.co.nz,https://www.grinters.co.nz/,"3 Hallys Lane, Cambridge, Waikato, 3434",https://www.google.com/maps/search/?api=1&query=3%20Hallys%20Lane%20Cambridge%20Waikato%203434%20,
Guardian Funeral Home (Johnsonville),(04)477 4025,,brad@funeral-link.co.nz,www.gfh.co.nz,"4 Moorefield Road, Johnsonville, Wellington, Wellington, 6037",https://www.google.com/maps/search/?api=1&query=4%20Moorefield%20Road%20Johnsonville%20Wellington%20Wellington%206037%20,/assets/Uploads/organisations/GFH-LOGO__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Guardian Funeral Home (Tawa),(04)232 1588,,brad@funeral-link.co.nz,www.gfh.co.nz,"157 Main Road, Tawa, Wellington, 5028, New Zealand",https://www.google.com/maps/search/?api=1&query=157%20Main%20Road%20Tawa%20Wellington%205028%20New%20Zealand%20,/assets/Uploads/organisations/GFH-LOGO-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Gulliver & Tyler (Flaxton Park),(03)310 7460,,admin@gulliver-tyler.co.nz,https://www.gulliver-tyler.co.nz/,"135 Youngs Road, Kaiapoi, Canterbury, 7691",https://www.google.com/maps/search/?api=1&query=135%20Youngs%20Road%20Kaiapoi%20Canterbury%207691%20,/assets/Uploads/organisations/Geraldine-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Gulliver & Tyler (Kaiapoi),(03)327 7249,,admin@gulliver-tyler.co.nz,https://www.gulliver-tyler.co.nz/,"55 Charles Street, Kaiapoi, Canterbury, 7630",https://www.google.com/maps/search/?api=1&query=55%20Charles%20Street%20Kaiapoi%20%20Canterbury%207630%20,/assets/Uploads/organisations/Geraldine-v4__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Gulliver & Tyler (Rangiora),(03)313 8222,,admin@gulliver-tyler.co.nz,https://www.gulliver-tyler.co.nz/,"37 Blackett Street, Rangiora, Canterbury, 7400, New Zealand",https://www.google.com/maps/search/?api=1&query=37%20Blackett%20Street%20Rangiora%20Canterbury%207400%20New%20Zealand%20,/assets/Uploads/organisations/Geraldine-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.png
H Morris Funeral Services,(09)489 5737,,office@hmorris.co.nz,https://hmorris.co.nz/,"31 Ocean View Road, Northcote, Auckland, 0620, New Zealand",https://www.google.com/maps/search/?api=1&query=31%20Ocean%20View%20Road%20Northcote%20Auckland%200620%20New%20Zealand%20,/assets/Uploads/organisations/logo-v7__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Hagedorn's Buller Funeral Services,(03)789 7075,,hagedornfs@gmail.com,https://www.hagedorns.co.nz/,"123 Derby St, Westport, West Coast, 7825, New Zealand",https://www.google.com/maps/search/?api=1&query=123%20Derby%20St%20Westport%20West%20Coast%207825%20New%20Zealand%20,/assets/Uploads/organisations/Hagedorn__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Hammond & Ryder Funeral Services,(03)208 0949,,office@hammondryder.co.nz,https://www.hammondryder.co.nz/,"3 Surrey Street, Gore, Southland, 9710",https://www.google.com/maps/search/?api=1&query=3%20Surrey%20Street%20Gore%20Southland%209710%20,/assets/Uploads/organisations/Hammond-Ryder-LOGO__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Harbour City Funeral Home (Kapiti),(04)298 4888,,brad@funeral-link.co.nz,www.harbourcityfunerals.co.nz,"300 Kapiti Road, Paraparaumu, Wellington, 5032",https://www.google.com/maps/search/?api=1&query=300%20Kapiti%20Road%20Paraparaumu%20Wellington%205032%20,/assets/Uploads/organisations/HCFH-LOgo-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Harbour City Funeral Home (Lower Hutt),(04)570 0111,,danny@funeral-link.co.nz,www.harbourcityfunerals.co.nz,"665 High Street, Lower Hutt, Wellington, 5010, New Zealand",https://www.google.com/maps/search/?api=1&query=665%20High%20Street%20Lower%20Hutt%20Wellington%205010%20New%20Zealand%20,/assets/Uploads/organisations/HCFH-LOgo__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Harbour City Funeral Home (Upper Hutt),(04)528 8924,,sheryl@tributes.co.nz,www.harbourcityfunerals.co.nz,"Cnr Fergusson Drive & Ward Street, Upper Hutt, Wellington, 5018, New Zealand",https://www.google.com/maps/search/?api=1&query=Cnr%20Fergusson%20Drive%20&%20Ward%20Street%20Upper%20Hutt%20Wellington%205018%20New%20Zealand%20,/assets/Uploads/organisations/HCFH-LOgo-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Harbour City Funeral Home (Wellington),(04)387 8301,,geoff@funeral-link.co.nz,www.harbourcityfunerals.co.nz,"56 Onepu Road, Kilbirnie, Wellington, 6022, New Zealand",https://www.google.com/maps/search/?api=1&query=56%20Onepu%20Road%20Kilbirnie%20Wellington%206022%20New%20Zealand%20,/assets/Uploads/organisations/HCFH-LOgo-v4__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Hardings Funerals,(06)278 8633,,hardingsfuneral@xtra.co.nz,https://www.hardingsfunerals.co.nz/,"17 Regent Street, Hawera, Taranaki, 4610, New Zealand",https://www.google.com/maps/search/?api=1&query=17%20Regent%20Street%20Hawera%20Taranaki%204610%20New%20Zealand%20,/assets/Uploads/organisations/Logo-2020__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Harvey Bowler Funeral Services (Levin),(06)368 2954,,support@harveybowler.co.nz,https://www.harveybowler.co.nz/,"284 Oxford Street, Levin, Manawatu-Whanganui, 5510",https://www.google.com/maps/search/?api=1&query=284%20Oxford%20Street%20Levin%20Manawatu-Whanganui%205510%20,/assets/Uploads/organisations/3-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.-Primary-Horizontal-Brand-Mark-V1-Colour.jpg
Harvey Bowler Funeral Services (Otaki),0800 332 273,,support@harveybowler.co.nz,https://www.harveybowler.co.nz/,"14 Rangatira Street, Otaki, Manawatu-Whanganui, 5512, New Zealand",https://www.google.com/maps/search/?api=1&query=14%20Rangatira%20Street%20Otaki%20Manawatu-Whanganui%205512%20New%20Zealand%20,/assets/Uploads/organisations/3__PadWzIwMCwyMDAsIkZGRiIsMF0.-Primary-Horizontal-Brand-Mark-V1-Colour.jpg
Harvey Bowler Funeral Services (Shannon),0800 332 273,,support@harveybowler.co.nz,https://www.harveybowler.co.nz/,"19 Ballance Street, Shannon, Manawatu-Whanganui, 4821",https://www.google.com/maps/search/?api=1&query=19%20Ballance%20Street%20Shannon%20Manawatu-Whanganui%204821%20,/assets/Uploads/organisations/3-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.-Primary-Horizontal-Brand-Mark-V1-Colour.jpg
Haven Funeral Services,07 828 76290800 142836,,info@havenfunerals.co.nz,http://www.havenfunerals.co.nz/,"32 William Street, Huntly, Waikato, 3700, New Zealand",https://www.google.com/maps/search/?api=1&query=32%20William%20Street%20Huntly%20Waikato%203700%20New%20Zealand%20,
Heartland Funerals,08004327852,,info@heartlandfunerals.co.nz,https://www.heartlandfunerals.co.nz/,"22 Arthur Street, Timaru, Canterbury, 7910, New Zealand",https://www.google.com/maps/search/?api=1&query=22%20Arthur%20Street%20Timaru%20Canterbury%207910%20New%20Zealand%20,/assets/Uploads/organisations/Heartlands-logo__PadWzIwMCwyMDAsIkZGRiIsMF0.JPG
Hope & Sons (North Taieri) - Dukes Road Crematorium,(03)489 3111,,office@dukesroad.co.nz,https://hopeandsons.co.nz/,"169 Dukes Road North, Mosgiel, Otago, 9024, New Zealand",https://www.google.com/maps/search/?api=1&query=169%20Dukes%20Road%20North%20Mosgiel%20%20Otago%209024%20New%20Zealand%20,
Hope and Sons (Dunedin),(03)455 5074,,office@hopeandsons.co.nz,https://hopeandsons.co.nz/,"523 Andersons Bay Road, Dunedin, Otago, 9012, New Zealand",https://www.google.com/maps/search/?api=1&query=523%20Andersons%20Bay%20Road%20Dunedin%20Otago%209012%20New%20Zealand%20,/assets/Uploads/organisations/Hope-Sons__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Hope and Sons (Mosgiel),(03)489 3120,,office@hopeandsons.co.nz,https://hopeandsons.co.nz/,"41 Gordon Road, Mosgiel, Otago, 9024",https://www.google.com/maps/search/?api=1&query=41%20Gordon%20Road%20Mosgiel%20Otago%209024%20,/assets/Uploads/organisations/Hope-Sons-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Hope and Sons (Palmerston South),0800 555 074,,office@hopeandsons.co.nz,https://hopeandsons.co.nz/,"87 Tiverton St, Palmerston South, Otago, 9430",https://www.google.com/maps/search/?api=1&query=87%20Tiverton%20St%20Palmerston%20South%20Otago%209430%20,/assets/Uploads/organisations/Hope-Sons-v4__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Howard & Gannon Funerals,(06) 845 1234,,howardandgannon@xtra.co.nz,https://www.funerals.kiwi.nz/,"230 Gloucester Street, Taradale, Napier, Hawke's Bay, 4112, New Zealand",https://www.google.com/maps/search/?api=1&query=230%20Gloucester%20Street%20Taradale%20Napier%20Hawke's%20Bay%204112%20New%20Zealand%20,/assets/Uploads/organisations/Howard-Gannon-Locally-Owned-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
I. C. Mark (Levin),(06)368 8108,,markinc@xtra.co.nz,http://www.icmark.co.nz/,"545-547 Queen Street, Levin, Manawatu-Whanganui, 5510",https://www.google.com/maps/search/?api=1&query=545-547%20Queen%20Street%20Levin%20Manawatu-Whanganui%205510%20,/assets/Uploads/organisations/IC-Mark-logo-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
I. C. Mark Ltd (Otaki),(06)368 8108,,markinc@xtra.co.nz,http://www.icmark.co.nz/,"197 Mill Road, Otaki, Manawatu-Whanganui, 5512",https://www.google.com/maps/search/?api=1&query=197%20Mill%20Road%20Otaki%20Manawatu-Whanganui%205512%20,/assets/Uploads/organisations/IC-Mark-logo__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Invercargill Cremations,,,office@invercargillcremations.co.nz,,,https://www.google.com/maps/search/?api=1&query=,
J. Fraser & Sons,(03)218 4095,,office@frasersfunerals.co.nz,https://frasersfunerals.co.nz/,"Cnr Esk & Doon Streets, Invercargill, Southland, 9810, New Zealand",https://www.google.com/maps/search/?api=1&query=Cnr%20Esk%20&%20Doon%20Streets%20Invercargill%20Southland%209810%20New%20Zealand%20,/assets/Uploads/organisations/Newspaper-Logo__PadWzIwMCwyMDAsIkZGRiIsMF0.JPG
James R. Hill Funeral Directors,(07)855 5541,,staff@jamesrhill.co.nz,https://jamesrhill.co.nz/,"717 Grey Street, Claudelands, Hamilton, Waikato, 3216",https://www.google.com/maps/search/?api=1&query=717%20Grey%20Street%20Claudelands%20Hamilton%20Waikato%203216%20,/assets/Uploads/organisations/James-R-Hill__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Jason Morrison Funeral Services,(09)425 7707,,office@jasonmorrison.co.nz,https://www.jasonmorrison.co.nz/,"24 Whitaker Road, Warkworth, Auckland, 0910, New Zealand",https://www.google.com/maps/search/?api=1&query=24%20Whitaker%20Road%20Warkworth%20Auckland%200910%20New%20Zealand%20,/assets/Uploads/organisations/Jason-Morrison__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
John Rhind Funeral Directors (Christchurch),(03)379 9920,,staff@johnrhind.co.nz,https://johnrhind.co.nz/,"15-19 London Street, Richmond, Christchurch, Canterbury, 8013",https://www.google.com/maps/search/?api=1&query=15-19%20London%20Street%20Richmond%20Christchurch%20Canterbury%208013%20,/assets/Uploads/organisations/John-Rhind__PadWzIwMCwyMDAsIkZGRiIsMF0.png
John Rhind Funeral Directors (Kaiapoi),03 3277499,,kaiapoi@johnrhind.co.nz,https://johnrhind.co.nz/kaiapoi/,"118 Williams St, Kaiapoi, Canterbury, 7630",https://www.google.com/maps/search/?api=1&query=118%20Williams%20St%20Kaiapoi%20Canterbury%207630%20,/assets/Uploads/organisations/John-Rhind-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Jones and Company Funeral Services (Mt Maunganui),(07)575 4122,,enquiry@jonesandco.co.nz,http://jonesandco.co.nz/,"24 Tawa Street, Mt Maunganui, Bay of Plenty, 3116",https://www.google.com/maps/search/?api=1&query=24%20Tawa%20Street%20Mt%20Maunganui%20Bay%20of%20Plenty%203116%20,/assets/Uploads/organisations/Jones-Co-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Jones and Company Funeral Services (Tauranga),(07)578 4009,,enquiry@jonesandco.co.nz,http://jonesandco.co.nz/,"143 Thirteenth Avenue, Tauranga, Bay of Plenty, 3112, New Zealand",https://www.google.com/maps/search/?api=1&query=143%20Thirteenth%20Avenue%20Tauranga%20Bay%20of%20Plenty%203112%20New%20Zealand%20,/assets/Uploads/organisations/Jones-Co__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Jones and Company Funeral Services (Te Puke),(07)573 9255,,enquiry@jonesandco.co.nz,http://jonesandco.co.nz/,"2 Oroua Street, Te Puke, Bay of Plenty, 3119, New Zealand",https://www.google.com/maps/search/?api=1&query=2%20Oroua%20Street%20Te%20Puke%20Bay%20of%20Plenty%203119%20New%20Zealand%20,/assets/Uploads/organisations/Jones-Co-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Kaikoura Funeral Services,,,,http://www.kaikourafunerals.co.nz/,"94 Beach Road, Kaikoura, West Coast, 7300, New Zealand",https://www.google.com/maps/search/?api=1&query=94%20Beach%20Road%20Kaikoura%20West%20Coast%207300%20New%20Zealand%20,
Kapiti Coast Funeral Home,(04)298 5168,,accounts@kapitifuneral.co.nz,https://kapiticoastfuneralhome.co.nz/,"9-11 Hinemoa Street, Paraparaumu, Wellington, 5032, New Zealand",https://www.google.com/maps/search/?api=1&query=9-11%20Hinemoa%20Street%20Paraparaumu%20Wellington%205032%20New%20Zealand%20,/assets/Uploads/organisations/Kapiti-Coast__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Kelly Funeral Home,(06)374 7971,,enquiries@kellyfuneralhome.co.nz,,"9 Gordon Street, Dannevirke, Manawatu-Whanganui, 4930, New Zealand",https://www.google.com/maps/search/?api=1&query=9%20Gordon%20Street%20Dannevirke%20Manawatu-Whanganui%204930%20New%20Zealand%20,/assets/Uploads/organisations/Kelly__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Lamb & Hayward,(03)359 9018,,westpark@lambandhayward.co.nz,https://www.lambandhayward.co.nz/,"467 Wairakei Road, Burnside, Christchurch, Canterbury, 8053, New Zealand",https://www.google.com/maps/search/?api=1&query=467%20Wairakei%20Road%20Burnside%20Christchurch%20Canterbury%208053%20New%20Zealand%20,/assets/Uploads/organisations/Lamb-Hayward__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Lamb & Hayward (AvonPark Chapel),(03)381 1089,,avonpark@lambandhayward.co.nz,https://www.lambandhayward.co.nz/,"2 Kerrs Road, Linwood, ChCh, Canterbury, 8067",https://www.google.com/maps/search/?api=1&query=2%20Kerrs%20Road%20Linwood%20ChCh%20Canterbury%208067%20,/assets/Uploads/organisations/Lamb-Hayward-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Lamb & Hayward Ltd (Wai-mana),(03)313 1430,,waimana@lambandhayward.co.nz,https://www.lambandhayward.co.nz/,"92 Kippenberger Avenue, Rangiora, Canterbury, 7400",https://www.google.com/maps/search/?api=1&query=92%20Kippenberger%20Avenue%20Rangiora%20Canterbury%207400%20,/assets/Uploads/organisations/Lamb-Hayward-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Legacy Funerals (Cambridge),(07) 827 7649,,jono@cambridgefunerals.co.nz,www.legacyfunerals.co.nz,"2 Albert Street, Cambridge, Waikato, 3434, New Zealand",https://www.google.com/maps/search/?api=1&query=2%20Albert%20Street%20Cambridge%20Waikato%203434%20New%20Zealand%20,/assets/Uploads/organisations/Cambridge-logo-2018__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Legacy Funerals (Hamilton),,,office@legacyfunerals.co.nz,https://www.legacyfunerals.co.nz/,"513 Anglesea Street, Hamilton, Waikato, 3204, New Zealand",https://www.google.com/maps/search/?api=1&query=513%20Anglesea%20Street%20Hamilton%20Waikato%203204%20New%20Zealand%20,/assets/Uploads/organisations/Legacy-Funerals-v5__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Legacy Funerals (Papamoa),(07)543 4780,,office@legacyfunerals.co.nz,https://www.legacyfunerals.co.nz/,"53 Te Okuroa Drive, Papamoa, Bay of Plenty, 3118, New Zealand",https://www.google.com/maps/search/?api=1&query=53%20Te%20Okuroa%20Drive%20Papamoa%20Bay%20of%20Plenty%203118%20New%20Zealand%20,/assets/Uploads/organisations/Legacy-Funerals-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Legacy Funerals (Pyes Pa),(07)543 4780,,office@legacyfunerals.co.nz,https://www.legacyfunerals.co.nz/,"383 Pyes Pa Road, Tauranga, Bay of Plenty, 3173, New Zealand",https://www.google.com/maps/search/?api=1&query=383%20Pyes%20Pa%20Road%20Tauranga%20Bay%20of%20Plenty%203173%20New%20Zealand%20,/assets/Uploads/organisations/Legacy-Funerals__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Legacy Funerals (Woodhill/Otumoetai branch),(07)543 4780,,office@legacyfunerals.co.nz,https://www.legacyfunerals.co.nz/,"167 Grange Road, Tauranga, Bay of Plenty, 3110",https://www.google.com/maps/search/?api=1&query=167%20Grange%20Road%20Tauranga%20Bay%20of%20Plenty%203110%20,/assets/Uploads/organisations/Legacy-Funerals-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Leishman Funeral Services,03 418 2814,,office@leishmanfunerals.co.nz,https://www.leishmanfunerals.co.nz/,"12 James Street, Balclutha, Otago, New Zealand",https://www.google.com/maps/search/?api=1&query=12%20James%20Street%20Balclutha%20Otago%20New%20Zealand%20,/assets/Uploads/organisations/logo-footer-colour__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Lychgate Funerals (Johnsonville),(04)477 6855,,staff@lychgate.co.nz,https://lychgate.co.nz/,"7 Johnsonville Road, Johnsonville, Wellington, 6037",https://www.google.com/maps/search/?api=1&query=7%20Johnsonville%20Road%20Johnsonville%20Wellington%206037%20,/assets/Uploads/organisations/Lychgate-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Lychgate Funerals (Wellington City),(04)385 0745,,staff@lychgate.co.nz,https://lychgate.co.nz/,"306 Willis Street, Wellington CBD, Wellington, 6011",https://www.google.com/maps/search/?api=1&query=306%20Willis%20Street%20Wellington%20CBD%20Wellington%206011%20,/assets/Uploads/organisations/Lychgate__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Macdonald and Weston Funeral Home,(03)218 2156,,office@mwfunerals.co.nz,https://mwfunerals.co.nz/,"131 Yarrow Street, Invercargill, Southland, 9810, New Zealand",https://www.google.com/maps/search/?api=1&query=131%20Yarrow%20Street%20Invercargill%20Southland%209810%20New%20Zealand%20,/assets/Uploads/organisations/MacDonald-Weston__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Mangawhai Funerals,09 431 7707,,,,"8 Molesworth Drive, Mangawhai, Northland, 0505, New Zealand",https://www.google.com/maps/search/?api=1&query=8%20Molesworth%20Drive%20%20Mangawhai%20Northland%200505%20New%20Zealand%20,
Marlborough Funeral Services,(03)578 0686,,bholmwood@sowmansfunerals.co.nz,https://sowmans.co.nz/,"14 Hutcheson Street, Blenheim, Marlborough, 7201, New Zealand",https://www.google.com/maps/search/?api=1&query=14%20Hutcheson%20Street%20Blenheim%20Marlborough%207201%20New%20Zealand%20,
Matuku Funerals,027 777 4738,,laura@matukufunerals.co.nz,https://matukufunerals.co.nz/,"Caretaker's Cottage 574 East Takaka Road, RD 1, Takaka, Tasman-Nelson, 7183, New Zealand",https://www.google.com/maps/search/?api=1&query=Caretaker's%20Cottage%20574%20East%20Takaka%20Road%20RD%201%20Takaka%20Tasman-Nelson%207183%20New%20Zealand%20,/assets/Uploads/organisations/Artboard-4-copy-2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
McBride's Monumental Masons,(03)686 2148,,jim@aoraki.kiwi.nz,https://www.mcbridesmonuments.com/,"160 Mountain View Road, Timaru, Canterbury, 7910, New Zealand",https://www.google.com/maps/search/?api=1&query=160%20Mountain%20View%20Road%20Timaru%20Canterbury%207910%20New%20Zealand%20,
McKinnon Group Ltd,03 358 8807,,,http://www.mckinnongroup.co.nz,,https://www.google.com/maps/search/?api=1&query=,
Melrose Funeral Home,0800200635(07) 571 4052,,carla@melrosefuneralhome.co.nz,https://www.melrosefuneralhome.co.nz/,"20 Whiore Ave, Tauriko, Tauranga, Bay of Plenty, New Zealand","https://www.google.com/maps/search/?api=1&query=20%20Whiore%20Ave,%20Tauriko%20%20%20Tauranga%20Bay%20of%20Plenty%20New%20Zealand%20",
Morris & Morris (Dargaville),(09)439 8048,,office@morrisandmorris.co.nz,https://www.morrisandmorris.co.nz/,"Cnr Victoria & Gladstone Streets, Dargaville, Northland, 0310, New Zealand",https://www.google.com/maps/search/?api=1&query=Cnr%20Victoria%20&%20Gladstone%20Streets%20Dargaville%20Northland%200310%20New%20Zealand%20,/assets/Uploads/organisations/2020-Horizontal-Logo-Morris-and-Morris-Final_Page_5-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Morris & Morris Ltd (Whangarei),(09)437 5799,,office@morrisandmorris.co.nz,https://www.morrisandmorris.co.nz/,"199 Kamo Road, Whangarei, Northland, 0112, New Zealand",https://www.google.com/maps/search/?api=1&query=199%20Kamo%20Road%20Whangarei%20Northland%200112%20New%20Zealand%20,/assets/Uploads/organisations/2020-Horizontal-Logo-Morris-and-Morris-Final_Page_5__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Morrison Funeral Directors (Royal Oak),0274592747,0274592747,brian.stott@morrisons.co.nz,https://morrisons.co.nz/,"725 Mt Albert Road, Royal Oak, Auckland, 1023, New Zealand",https://www.google.com/maps/search/?api=1&query=725%20Mt%20Albert%20Road%20Royal%20Oak%20Auckland%201023%20New%20Zealand%20,/assets/Uploads/organisations/Morrsion-Funerals-logo__PadWzIwMCwyMDAsIkZGRiIsMF0.JPG
Morrisons Funerals (Glen Innes),(09)521 3100,,enquiry@morrisons.co.nz,http://www.morrisons.co.nz/,"79 Line Road, Glen Innes, Auckland, 0172",https://www.google.com/maps/search/?api=1&query=79%20Line%20Road%20Glen%20Innes%20Auckland%200172%20,/assets/Uploads/organisations/Morrisons-Funerals-Hi-Res-M-only-v3__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Morrisons Funerals (Henderson),(09)836 0029,,enquiry@morrisons.co.nz,http://www.morrisons.co.nz/,"220 Universal Drive, Henderson, Auckland, 0610",https://www.google.com/maps/search/?api=1&query=220%20Universal%20Drive%20Henderson%20Auckland%200610%20,/assets/Uploads/organisations/Morrisons-Funerals-Hi-Res-M-only-v2__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Mountain View Funeral Services,(07)350 1461,,office@mvfs.co.nz,http://www.mvfs.co.nz/,"1 Pukehangi Road, Rotorua, Bay of Plenty, 3015, New Zealand",https://www.google.com/maps/search/?api=1&query=1%20Pukehangi%20Road%20Rotorua%20Bay%20of%20Plenty%203015%20New%20Zealand%20,/assets/Uploads/organisations/Mountain-View__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Ninness Funeral Home,(04)237 4174,,info@ninness.co.nz,https://www.ninness.co.nz/,"17 Kenepuru Drive, Porirua, Wellington, 5022, New Zealand",https://www.google.com/maps/search/?api=1&query=17%20Kenepuru%20Drive%20Porirua%20Wellington%205022%20New%20Zealand%20,/assets/Uploads/organisations/Ninness__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Osbornes Funeral Directors,(07)348 3600,,admin@osbornes.co.nz,https://osbornes.co.nz/,"197 Old Taupo Road, Rotorua, Bay of Plenty, 3015, New Zealand",https://www.google.com/maps/search/?api=1&query=197%20Old%20Taupo%20Road%20Rotorua%20Bay%20of%20Plenty%203015%20New%20Zealand%20,/assets/Uploads/organisations/Osbornes__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Palmer Funeral Services,(03)359 9422,,​info@palmerfunerals.co.nz,http://www.palmerfunerals.co.nz/,"150 Harewood Road, Christchurch, Canterbury, 8051, New Zealand",https://www.google.com/maps/search/?api=1&query=150%20Harewood%20Road%20Christchurch%20Canterbury%208051%20New%20Zealand%20,/assets/Uploads/organisations/Palmer__PadWzIwMCwyMDAsIkZGRiIsMF0.png
Paterson's Funeral Services,(03)307 7433,,office@patersonsfunerals.co.nz,https://www.patersonsfuneralservices.co.nz/,"Cnr East & Cox Streets, Ashburton, Canterbury, 7700, New Zealand",https://www.google.com/maps/search/?api=1&query=Cnr%20East%20&%20Cox%20Streets%20Ashburton%20Canterbury%207700%20New%20Zealand%20,/assets/Uploads/organisations/Patersons__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Pellows Funeral Directors,(07)856 5129,,funerals@pellows.co.nz,https://pellowsfunerals.co.nz/,"138 Grey Street, Hamilton, Waikato, 3216, New Zealand",https://www.google.com/maps/search/?api=1&query=138%20Grey%20Street%20Hamilton%20Waikato%203216%20New%20Zealand%20,/assets/Uploads/organisations/Pellows-2018__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Pickering Funeral Services,(06)838 7606,,office@pickeringfd.co.nz,https://www.pickeringfd.co.nz/,"62 Marine Parade, Wairoa, Hawke's Bay, 4108",https://www.google.com/maps/search/?api=1&query=62%20Marine%20Parade%20Wairoa%20Hawke's%20Bay%204108%20,/assets/Uploads/organisations/Pickering__PadWzIwMCwyMDAsIkZGRiIsMF0.jpg
Purely Cremations & Simple Burials,0800 882 123,,info@purelycremations.co.nz,https://purely-cremations-and-simple-burials.co.nz/,"5 Roy Street, Palmerston North, Manawatu-Whanganui, 4410, New Zealand",https://www.google.com/maps/search/?api=1&query=5%20Roy%20Street%20%20Palmerston%20North%20Manawatu-Whanganui%204410%20New%20Zealand%20,/assets/Uploads/organisations/Purely-Cremations__PadWzIwMCwyMDAsIkZGRiIsMF0.png
